1263,337,40.39,2021-04-10 17:31:56,48047
1370,337,9.61,2021-07-03 17:27:36,68821
1268,338,44.73,2021-04-10 22:29:27,48257
1323,338,5.27,2021-05-04 14:54:12,53920
1269,339,10.00,2021-04-13 13:13:24,48383
1270,340,40.00,2021-04-13 18:26:36,48457
1276,341,25.00,2021-04-15 19:01:30,48969
1281,342,25.00,2021-04-16 19:33:38,49124
1285,343,25.00,2021-04-17 13:46:41,49567
1289,344,14.98,2021-04-17 20:32:49,49899
2262,344,24.19,2024-02-24 20:59:44,353152
1301,347,19.26,2021-04-22 19:58:21,50711
1315,349,86.67,2021-04-27 15:10:52,51837
1325,349,13.33,2021-05-06 13:36:09,54402
1316,351,41.73,2021-04-27 20:28:32,51993
1338,351,8.27,2021-05-22 20:40:47,58702
1317,352,7.02,2021-04-28 14:03:12,52149
1318,353,40.00,2021-04-28 21:52:52,52375
1329,354,25.00,2021-05-13 18:10:31,56092
1328,356,25.00,2021-05-11 20:11:10,55665
2025,357,25.00,2023-06-15 12:00:11,271539
1355,358,30.00,2021-06-17 17:43:43,64539
1342,359,30.00,2021-06-02 19:52:27,60843
1807,361,25.00,2022-11-19 14:29:18,206803
1404,362,11.77,2021-08-06 20:42:24,77974
1787,362,13.23,2022-11-02 20:21:08,201751
1373,365,30.00,2021-07-06 18:30:40,69226
1340,366,60.00,2021-05-25 14:24:27,58829
1331,367,25.00,2021-05-14 21:31:45,56587
1437,368,20.00,2021-09-22 21:16:12,89551
1332,369,26.32,2021-05-15 14:16:10,56698
1853,369,13.68,2023-01-03 14:00:07,218461
1333,370,40.00,2021-05-15 20:07:27,56972
1791,371,8.56,2022-11-04 15:26:44,202229
2275,371,10.37,2024-03-13 12:28:39,358783
1395,376,10.00,2021-07-29 17:18:30,75533
1580,377,41.73,2022-02-23 13:04:54,128216
1581,377,7.00,2022-02-23 13:24:45,128269
1354,378,50.00,2021-06-17 16:51:03,64520
1337,380,27.82,2021-05-22 17:33:43,58532
1451,381,62.06,2021-10-14 18:06:29,95117
1815,381,37.94,2022-11-30 17:48:33,209212
1348,384,25.00,2021-06-08 15:35:17,62131
1345,386,26.16,2021-06-04 19:59:43,61429
1346,387,27.82,2021-06-05 17:44:54,61792
1347,387,-9.82,2021-06-05 17:48:21,NULL
1746,388,42.80,2022-08-24 19:06:07,181756
1417,389,50.00,2021-08-20 14:51:18,81306
2149,390,40.00,2023-12-06 21:07:06,326003
1372,391,25.00,2021-07-03 18:18:40,68860
1492,392,25.00,2021-12-17 19:01:21,111799
1618,393,24.61,2022-03-29 18:00:12,138500
1473,394,25.00,2021-11-17 16:36:18,103729
1961,395,25.00,2023-03-18 14:46:05,243160
1474,396,25.00,2021-11-17 17:14:54,103751
1467,397,25.00,2021-11-06 19:14:03,101023
1357,400,30.00,2021-06-19 13:59:04,65206
1362,412,20.30,2021-06-25 12:44:19,66475
1374,414,23.00,2021-07-14 19:08:09,71367
1375,414,2.00,2021-07-14 19:12:31,71414
1632,416,5.00,2022-04-08 13:53:28,141556
1378,417,25.00,2021-07-16 18:20:15,72101
1392,418,37.57,2021-07-28 18:32:11,75278
1393,418,12.01,2021-07-28 19:01:57,75297
1460,419,17.12,2021-10-23 16:52:39,97656
